,번호,이름,수능점수,내신점수,1학년점수,1순위,2순위,3순위,4순위,5순위,6순위,7순위,8순위,9순위,10순위,가중Score
94,95,춮쿕쐧,56,83,70,화학공학부,신소재공학부(정보소재공학),기계시스템공학부,기계공학과,토목/환경/자원.에너지공학부(자원.에너지공학),항공우주공학과,기계설계공학부(나노바이오기계시스템공학),전기공학과,고분자.나노공학과,건축공학과,60.199999999999996
95,96,끢폟땰,82,88,46,컴퓨터인공지능학부,항공우주공학과,신소재공학부(정보소재공학),화학공학부,융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(환경공학),신소재공학부(전자재료공학),고분자.나노공학과,토목/환경/자원.에너지공학부(자원.에너지공학),양자시스템공학과,71.2
96,97,힆읫뭦,67,70,96,신소재공학부(금속시스템공학),기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT융합기전공학),전기공학과,토목/환경/자원.에너지공학부(환경공학),기계설계공학부(기계설계공학),토목/환경/자원.에너지공학부(자원.에너지공학),토목/환경/자원.에너지공학부(토목공학),컴퓨터인공지능학부,신소재공학부(전자재료공학),75.69999999999999
97,98,잟긱뵦,72,83,91,전자공학부,바이오메디컬공학부,화학공학부,신소재공학부(정보소재공학),유기소재섬유공학과,기계설계공학부(기계설계공학),소프트웨어공학과,고분자.나노공학과,토목/환경/자원.에너지공학부(환경공학),항공우주공학과,77.7
98,99,톘쫕띶,82,74,77,기계공학과,토목/환경/자원.에너지공학부(환경공학),고분자.나노공학과,토목/환경/자원.에너지공학부(자원.에너지공학),화학공학부,토목/환경/자원.에너지공학부(토목공학),신소재공학부(정보소재공학),산업정보시스템공학과,유기소재섬유공학과,도시공학과,80.5
99,100,땒퐚럂,62,49,100,융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(토목공학),바이오메디컬공학부,토목/환경/자원.에너지공학부(환경공학),전자공학부,융합기술공학부(IT융합기전공학),기계설계공학부(기계설계공학),기계공학과,산업정보시스템공학과,양자시스템공학과,73.4
100,101,찀쩢붜,74,61,100,신소재공학부(금속시스템공학),기계설계공학부(기계설계공학),전자공학부,화학공학부,기계설계공학부(나노바이오기계시스템공학),신소재공학부(전자재료공학),유기소재섬유공학과,기계시스템공학부,토목/환경/자원.에너지공학부(토목공학),토목/환경/자원.에너지공학부(환경공학),81.8
101,102,썣봿냃,57,90,46,양자시스템공학과,토목/환경/자원.에너지공학부(자원.에너지공학),기계공학과,화학공학부,신소재공학부(정보소재공학),융합기술공학부(IT응용시스템공학),산업정보시스템공학과,유기소재섬유공학과,신소재공학부(전자재료공학),전기공학과,53.699999999999996
102,103,뻙맧넨,74,78,82,건축공학과,기계시스템공학부,바이오메디컬공학부,컴퓨터인공지능학부,토목/환경/자원.에너지공학부(토목공학),산업정보시스템공학과,융합기술공학부(IT응용시스템공학),융합기술공학부(IT융합기전공학),도시공학과,토목/환경/자원.에너지공학부(환경공학),76.39999999999999
103,104,떤큶랻,60,84,97,신소재공학부(금속시스템공학),기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT응용시스템공학),신소재공학부(전자재료공학),유기소재섬유공학과,전기공학과,토목/환경/자원.에너지공학부(자원.에너지공학),소프트웨어공학과,토목/환경/자원.에너지공학부(토목공학),화학공학부,71.1
104,105,뻑룾앏,80,68,41,화학공학부,바이오메디컬공학부,양자시스템공학과,기계시스템공학부,토목/환경/자원.에너지공학부(토목공학),전기공학과,도시공학과,고분자.나노공학과,신소재공학부(정보소재공학),전자공학부,68.3
105,106,뉼볋힠,67,98,19,융합기술공학부(IT응용시스템공학),유기소재섬유공학과,건축공학과,신소재공학부(금속시스템공학),산업정보시스템공학과,신소재공학부(전자재료공학),토목/환경/자원.에너지공학부(자원.에너지공학),컴퓨터인공지능학부,토목/환경/자원.에너지공학부(환경공학),토목/환경/자원.에너지공학부(토목공학),52.6
106,107,볥퇅귨,77,91,57,컴퓨터인공지능학부,항공우주공학과,양자시스템공학과,바이오메디컬공학부,토목/환경/자원.에너지공학부(토목공학),화학공학부,유기소재섬유공학과,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),고분자.나노공학과,71.0
107,108,싀쾤퓶,75,61,37,융합기술공학부(IT융합기전공학),양자시스템공학과,화학공학부,토목/환경/자원.에너지공학부(토목공학),전기공학과,건축공학과,기계시스템공학부,기계설계공학부(기계설계공학),기계공학과,신소재공학부(정보소재공학),63.6
108,109,뜂넳쩸,69,88,79,전자공학부,기계설계공학부(기계설계공학),항공우주공학과,컴퓨터인공지능학부,신소재공학부(정보소재공학),산업정보시스템공학과,융합기술공학부(IT융합기전공학),화학공학부,전기공학과,토목/환경/자원.에너지공학부(자원.에너지공학),72.0
109,110,껈꼙셽,74,59,79,고분자.나노공학과,기계설계공학부(나노바이오기계시스템공학),신소재공학부(정보소재공학),융합기술공학부(IT융합기전공학),기계공학과,토목/환경/자원.에너지공학부(토목공학),화학공학부,토목/환경/자원.에너지공학부(자원.에너지공학),기계시스템공학부,산업정보시스템공학과,75.5
110,111,퍃낀뮏,67,65,67,화학공학부,기계설계공학부(기계설계공학),도시공학과,융합기술공학부(IT응용시스템공학),유기소재섬유공학과,전자공학부,고분자.나노공학과,건축공학과,신소재공학부(금속시스템공학),산업정보시스템공학과,67.0
111,112,켡옔쪾,68,86,76,바이오메디컬공학부,건축공학과,전자공학부,유기소재섬유공학과,기계시스템공학부,산업정보시스템공학과,도시공학과,신소재공학부(정보소재공학),융합기술공학부(IT융합기전공학),항공우주공학과,70.39999999999999
112,113,귇싩쫖,55,92,51,화학공학부,소프트웨어공학과,기계공학과,융합기술공학부(IT융합기전공학),양자시스템공학과,컴퓨터인공지능학부,토목/환경/자원.에너지공학부(환경공학),토목/환경/자원.에너지공학부(토목공학),신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),53.8
113,114,꾥둥껥,74,70,69,바이오메디컬공학부,토목/환경/자원.에너지공학부(자원.에너지공학),신소재공학부(정보소재공학),항공우주공학과,토목/환경/자원.에너지공학부(환경공학),유기소재섬유공학과,융합기술공학부(IT융합기전공학),기계공학과,토목/환경/자원.에너지공학부(토목공학),컴퓨터인공지능학부,72.5
114,115,빨떁밻,50,76,73,고분자.나노공학과,소프트웨어공학과,신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(환경공학),융합기술공학부(IT융합기전공학),건축공학과,신소재공학부(전자재료공학),기계공학과,양자시스템공학과,컴퓨터인공지능학부,56.9
115,116,벹촦팂,70,95,74,기계공학과,전기공학과,융합기술공학부(IT융합기전공학),산업정보시스템공학과,신소재공학부(정보소재공학),신소재공학부(금속시스템공학),화학공학부,기계설계공학부(나노바이오기계시스템공학),양자시스템공학과,건축공학과,71.2
116,117,앧쪿쟻,64,67,46,도시공학과,융합기술공학부(IT융합기전공학),기계설계공학부(나노바이오기계시스템공학),화학공학부,토목/환경/자원.에너지공학부(환경공학),고분자.나노공학과,토목/환경/자원.에너지공학부(토목공학),항공우주공학과,전기공학과,양자시스템공학과,58.599999999999994
117,118,멆퀞쇨,51,75,66,소프트웨어공학과,화학공학부,기계설계공학부(기계설계공학),유기소재섬유공학과,신소재공학부(금속시스템공학),양자시스템공학과,항공우주공학과,토목/환경/자원.에너지공학부(자원.에너지공학),산업정보시스템공학과,고분자.나노공학과,55.5
118,119,맒낉괂,70,74,40,신소재공학부(전자재료공학),토목/환경/자원.에너지공학부(토목공학),신소재공학부(정보소재공학),도시공학과,융합기술공학부(IT응용시스템공학),건축공학과,신소재공학부(금속시스템공학),기계시스템공학부,기계공학과,전자공학부,61.0
119,120,뜆떹뷌,67,67,65,컴퓨터인공지능학부,융합기술공학부(IT융합기전공학),전자공학부,도시공학과,기계시스템공학부,고분자.나노공학과,양자시스템공학과,바이오메디컬공학부,토목/환경/자원.에너지공학부(토목공학),신소재공학부(금속시스템공학),66.4
120,121,묠턓뱬,76,52,67,전자공학부,기계공학과,신소재공학부(금속시스템공학),소프트웨어공학과,토목/환경/자원.에너지공학부(토목공학),기계시스템공학부,토목/환경/자원.에너지공학부(자원.에너지공학),고분자.나노공학과,전기공학과,신소재공학부(전자재료공학),73.3
121,122,뚼푥꺟,53,73,48,화학공학부,유기소재섬유공학과,건축공학과,기계설계공학부(기계설계공학),토목/환경/자원.에너지공학부(환경공학),융합기술공학부(IT융합기전공학),토목/환경/자원.에너지공학부(자원.에너지공학),항공우주공학과,소프트웨어공학과,기계시스템공학부,51.49999999999999
122,123,쥮츂낝,66,72,70,토목/환경/자원.에너지공학부(토목공학),기계설계공학부(나노바이오기계시스템공학),건축공학과,융합기술공학부(IT응용시스템공학),소프트웨어공학과,컴퓨터인공지능학부,신소재공학부(전자재료공학),신소재공학부(금속시스템공학),기계시스템공학부,항공우주공학과,67.19999999999999
123,124,믌뇦뒰,80,76,70,화학공학부,전기공학과,소프트웨어공학과,고분자.나노공학과,토목/환경/자원.에너지공학부(토목공학),기계시스템공학부,건축공학과,도시공학과,신소재공학부(금속시스템공학),전자공학부,77.0
